Frame No.,Queue Density
86.2,0.408594
86.2667,0.408625
86.3333,0.407958
86.4,0.408036
86.4667,0.408368
86.5333,0.408329
86.6,0.409277
86.6667,0.409726
86.7333,0.409488
86.8,0.409429
86.8667,0.409156
86.9333,0.409113
87,0.408926
87.0667,0.408442
87.1333,0.408801
87.2,0.409027
87.2667,0.408633
87.3333,0.405976
87.4,0.405652
87.4667,0.40527
87.5333,0.405317
87.6,0.404833
87.6667,0.404505
87.7333,0.404029
87.8,0.404439
87.8667,0.404146
87.9333,0.404489
88,0.404618
88.0667,0.404809
88.1333,0.404763
88.2,0.404329
88.2667,0.404006
88.3333,0.403775
88.4,0.403744
88.4667,0.40383
88.5333,0.403771
88.6,0.40385
88.6667,0.403693
88.7333,0.403779
88.8,0.403721
88.8667,0.40369
88.9333,0.403994
89,0.401134
89.0667,0.401075
89.1333,0.401118
89.2,0.401867
89.2667,0.402238
89.3333,0.402761
89.4,0.403139
89.4667,0.403416
89.5333,0.403682
89.6,0.404088
89.6667,0.404361
89.7333,0.404825
89.8,0.405161
89.8667,0.405059
89.9333,0.405734
90,0.40607
90.0667,0.406565
90.1333,0.407314
90.2,0.407798
90.2667,0.408411
90.3333,0.40907
90.4,0.409398
90.4667,0.409909
90.5333,0.409983
90.6,0.410186
90.6667,0.405808
90.7333,0.406503
90.8,0.407018
90.8667,0.407357
90.9333,0.407517
91,0.40772
91.0667,0.407279
91.1333,0.406983
91.2,0.406733
91.2667,0.406639
91.3333,0.406483
91.4,0.404712
91.4667,0.404653
91.5333,0.404162
91.6,0.404021
91.6667,0.403553
91.7333,0.402878
91.8,0.402425
91.8667,0.401988
91.9333,0.401762
92,0.400521
92.0667,0.399952
92.1333,0.399519
92.2,0.399105
92.2667,0.399417
92.3333,0.394739
92.4,0.39486
92.4667,0.395035
92.5333,0.395012
92.6,0.394844
92.6667,0.394844
92.7333,0.394544
92.8,0.394329
92.8667,0.393666
92.9333,0.392999
93,0.392921
93.0667,0.393166
93.1333,0.392897
93.2,0.392803
93.2667,0.392905
93.3333,0.392878
93.4,0.393502
93.4667,0.393354
93.5333,0.393459
93.6,0.393756
93.6667,0.393631
93.7333,0.393393
93.8,0.393607
93.8667,0.393596
93.9333,0.393888
94,0.391188
94.0667,0.391793
94.1333,0.392468
94.2,0.393299
94.2667,0.394372
94.3333,0.395308
94.4,0.395605
94.4667,0.396116
94.5333,0.396194
94.6,0.396655
94.6667,0.397131
94.7333,0.399128
94.8,0.400014
94.8667,0.400498
94.9333,0.402855
95,0.404423
95.0667,0.405363
95.1333,0.406963
95.2,0.408934
95.2667,0.40939
95.3333,0.411911
95.4,0.413678
95.4667,0.414357
95.5333,0.416562
95.6,0.418903
95.6667,0.418669
95.7333,0.421189
95.8,0.422949
95.8667,0.423421
95.9333,0.425473
96,0.427022
96.0667,0.427635
